id_orden_compra,fecha_emision,fecha_pago,proveedor,categoria,monto_ars,condicion_pago,estado
"OC-5219,2020-01-01,2020-01-16,DistribuidoraTech SA,Tablets,4075933.45,30 dÃ­as,Pagado",,,,,,,
"OC-5220,2020-01-01,2020-01-06,ElectroImport SA,TV/Audio,6200210.58,Contado,Pagado",,,,,,,
"OC-5221,2020-01-01,2020-01-05,AccesoriosTotal SRL,Accesorios,2862146.91,Contado,Pagado",,,,,,,
"OC-5222,2020-01-01,2020-01-07,MegaComputo SRL,PerifÃ©ricos,4086451.12,60 dÃ­as,Pagado",,,,,,,
"OC-5223,2020-01-01,2020-01-12,MegaComputo SRL,Almacenamiento,2624131.74,30 dÃ­as,Pagado",,,,,,,
"OC-5224,2020-01-01,2020-01-09,NetSupply SA,Redes,1928947.62,Contado,Pagado",,,,,,,
"OC-5225,2020-01-01,2020-01-09,NetSupply SA,Seguridad,1717622.99,Contado,Pagado",,,,,,,
"OC-5226,2020-02-01,2020-02-20,DistribuidoraTech SA,Smartphones,8570785.46,60 dÃ­as,Pagado",,,,,,,
"OC-5227,2020-02-01,2020-02-06,MegaComputo SRL,ComputaciÃ³n,9923822.52,30 dÃ­as,Pagado",,,,,,,
"OC-5228,2020-02-01,2020-02-18,DistribuidoraTech SA,Tablets,4110974.76,60 dÃ­as,Pagado",,,,,,,
"OC-5229,2020-02-01,2020-02-14,ElectroImport SA,TV/Audio,7280832.17,Contado,Pagado",,,,,,,
"OC-5230,2020-02-01,2020-02-19,AccesoriosTotal SRL,Accesorios,3428273.29,30 dÃ­as,Pagado",,,,,,,
"OC-5231,2020-02-01,2020-02-16,MegaComputo SRL,PerifÃ©ricos,4478292.01,Contado,Pagado",,,,,,,
"OC-5232,2020-02-01,2020-02-15,MegaComputo SRL,Almacenamiento,2326519.43,Contado,Pagado",,,,,,,
"OC-5233,2020-02-01,2020-02-20,NetSupply SA,Redes,2428437.27,30 dÃ­as,Pagado",,,,,,,
"OC-5234,2020-02-01,2020-02-12,NetSupply SA,Seguridad,1846026.07,30 dÃ­as,Pagado",,,,,,,
"OC-5235,2020-03-01,2020-03-13,DistribuidoraTech SA,Smartphones,332994.25,Contado,Pagado",,,,,,,
"OC-5236,2020-03-01,2020-03-10,MegaComputo SRL,ComputaciÃ³n,333035.75,Contado,Pagado",,,,,,,
"OC-5237,2020-03-01,2020-03-14,DistribuidoraTech SA,Tablets,117482.62,60 dÃ­as,Pagado",,,,,,,
"OC-5238,2020-03-01,2020-03-19,ElectroImport SA,TV/Audio,250181.13,60 dÃ­as,Pagado",,,,,,,
"OC-5239,2020-03-01,2020-03-20,AccesoriosTotal SRL,Accesorios,115515.56,60 dÃ­as,Pagado",,,,,,,
"OC-5240,2020-03-01,2020-03-14,MegaComputo SRL,PerifÃ©ricos,165512.03,60 dÃ­as,Pagado",,,,,,,
"OC-5241,2020-03-01,2020-03-14,MegaComputo SRL,Almacenamiento,89933.73,Contado,Pagado",,,,,,,
"OC-5242,2020-03-01,2020-03-11,NetSupply SA,Redes,88526.5,30 dÃ­as,Pagado",,,,,,,
"OC-5243,2020-03-01,2020-03-07,NetSupply SA,Seguridad,56626.06,60 dÃ­as,Pagado",,,,,,,
"OC-5244,2020-04-01,2020-04-07,DistribuidoraTech SA,Smartphones,214378.64,30 dÃ­as,Pagado",,,,,,,
"OC-5245,2020-04-01,2020-04-17,MegaComputo SRL,ComputaciÃ³n,242335.11,Contado,Pagado",,,,,,,
"OC-5246,2020-04-01,2020-04-08,DistribuidoraTech SA,Tablets,92106.47,60 dÃ­as,Pagado",,,,,,,
"OC-5247,2020-04-01,2020-04-18,ElectroImport SA,TV/Audio,150253.57,Contado,Pagado",,,,,,,
"OC-5248,2020-04-01,2020-04-09,AccesoriosTotal SRL,Accesorios,82747.59,Contado,Pagado",,,,,,,
"OC-5249,2020-04-01,2020-04-07,MegaComputo SRL,PerifÃ©ricos,89821.91,30 dÃ­as,Pagado",,,,,,,
"OC-5250,2020-04-01,2020-04-18,MegaComputo SRL,Almacenamiento,59546.78,Contado,Pagado",,,,,,,
"OC-5251,2020-04-01,2020-04-16,NetSupply SA,Redes,51810.2,60 dÃ­as,Pagado",,,,,,,
"OC-5252,2020-04-01,2020-04-06,NetSupply SA,Seguridad,45413.92,30 dÃ­as,Pagado",,,,,,,
"OC-5253,2020-05-01,2020-05-15,DistribuidoraTech SA,Smartphones,667594.02,60 dÃ­as,Pagado",,,,,,,
"OC-5254,2020-05-01,2020-05-19,MegaComputo SRL,ComputaciÃ³n,695068.41,60 dÃ­as,Pagado",,,,,,,
"OC-5255,2020-05-01,2020-05-05,DistribuidoraTech SA,Tablets,282898.51,60 dÃ­as,Pagado",,,,,,,
"OC-5256,2020-05-01,2020-05-16,ElectroImport SA,TV/Audio,499366.56,30 dÃ­as,Pagado",,,,,,,
"OC-5257,2020-05-01,2020-05-10,AccesoriosTotal SRL,Accesorios,280410.17,Contado,Pagado",,,,,,,
"OC-5258,2020-05-01,2020-05-18,MegaComputo SRL,PerifÃ©ricos,287716.92,Contado,Pagado",,,,,,,
"OC-5259,2020-05-01,2020-05-19,MegaComputo SRL,Almacenamiento,182624.25,60 dÃ­as,Pagado",,,,,,,
"OC-5260,2020-05-01,2020-05-11,NetSupply SA,Redes,143795.13,60 dÃ­as,Pagado",,,,,,,
"OC-5261,2020-05-01,2020-05-20,NetSupply SA,Seguridad,136716.04,Contado,Pagado",,,,,,,
"OC-5262,2020-06-01,2020-06-18,DistribuidoraTech SA,Smartphones,3600056.57,Contado,Pagado",,,,,,,
"OC-5263,2020-06-01,2020-06-15,MegaComputo SRL,ComputaciÃ³n,3694363.12,Contado,Pagado",,,,,,,
"OC-5264,2020-06-01,2020-06-19,DistribuidoraTech SA,Tablets,1519678.89,Contado,Pagado",,,,,,,
"OC-5265,2020-06-01,2020-06-13,ElectroImport SA,TV/Audio,2460922.49,60 dÃ­as,Pagado",,,,,,,
"OC-5266,2020-06-01,2020-06-14,AccesoriosTotal SRL,Accesorios,1334555.55,30 dÃ­as,Pagado",,,,,,,
"OC-5267,2020-06-01,2020-06-08,MegaComputo SRL,PerifÃ©ricos,1509074.7,Contado,Pagado",,,,,,,
"OC-5268,2020-06-01,2020-06-12,MegaComputo SRL,Almacenamiento,919005.58,Contado,Pagado",,,,,,,
"OC-5269,2020-06-01,2020-06-13,NetSupply SA,Redes,800349.56,30 dÃ­as,Pagado",,,,,,,
"OC-5270,2020-06-01,2020-06-17,NetSupply SA,Seguridad,644381.83,Contado,Pagado",,,,,,,
"OC-5271,2020-07-01,2020-07-18,DistribuidoraTech SA,Smartphones,6148506.38,60 dÃ­as,Pagado",,,,,,,
"OC-5272,2020-07-01,2020-07-18,MegaComputo SRL,ComputaciÃ³n,6325250.47,30 dÃ­as,Pagado",,,,,,,
"OC-5273,2020-07-01,2020-07-14,DistribuidoraTech SA,Tablets,2442269.06,60 dÃ­as,Pagado",,,,,,,
"OC-5274,2020-07-01,2020-07-11,ElectroImport SA,TV/Audio,4890283.44,60 dÃ­as,Pagado",,,,,,,
"OC-5275,2020-07-01,2020-07-07,AccesoriosTotal SRL,Accesorios,2564541.36,30 dÃ­as,Pagado",,,,,,,
"OC-5276,2020-07-01,2020-07-07,MegaComputo SRL,PerifÃ©ricos,2693020.46,60 dÃ­as,Pagado",,,,,,,
"OC-5277,2020-07-01,2020-07-05,MegaComputo SRL,Almacenamiento,1662657.7,60 dÃ­as,Pagado",,,,,,,
"OC-5278,2020-07-01,2020-07-20,NetSupply SA,Redes,1211154.62,60 dÃ­as,Pagado",,,,,,,
"OC-5279,2020-07-01,2020-07-10,NetSupply SA,Seguridad,1089708.5,Contado,Pagado",,,,,,,
"OC-5280,2020-08-01,2020-08-14,DistribuidoraTech SA,Smartphones,4944165.54,60 dÃ­as,Pagado",,,,,,,
"OC-5281,2020-08-01,2020-08-15,MegaComputo SRL,ComputaciÃ³n,4882819.69,30 dÃ­as,Pagado",,,,,,,
"OC-5282,2020-08-01,2020-08-14,DistribuidoraTech SA,Tablets,2538747.97,Contado,Pagado",,,,,,,
"OC-5283,2020-08-01,2020-08-06,ElectroImport SA,TV/Audio,4217805.34,Contado,Pagado",,,,,,,
"OC-5284,2020-08-01,2020-08-13,AccesoriosTotal SRL,Accesorios,1945716.62,60 dÃ­as,Pagado",,,,,,,
"OC-5285,2020-08-01,2020-08-12,MegaComputo SRL,PerifÃ©ricos,2231743.91,Contado,Pagado",,,,,,,
"OC-5286,2020-08-01,2020-08-06,MegaComputo SRL,Almacenamiento,1491944.72,60 dÃ­as,Pagado",,,,,,,
"OC-5287,2020-08-01,2020-08-19,NetSupply SA,Redes,1236458.72,30 dÃ­as,Pagado",,,,,,,
"OC-5288,2020-08-01,2020-08-14,NetSupply SA,Seguridad,1036309.98,30 dÃ­as,Pagado",,,,,,,
"OC-5289,2020-09-01,2020-09-07,DistribuidoraTech SA,Smartphones,4883969.24,Contado,Pagado",,,,,,,
"OC-5290,2020-09-01,2020-09-15,MegaComputo SRL,ComputaciÃ³n,6457455.89,30 dÃ­as,Pagado",,,,,,,
"OC-5291,2020-09-01,2020-09-05,DistribuidoraTech SA,Tablets,2684983.09,60 dÃ­as,Pagado",,,,,,,
"OC-5292,2020-09-01,2020-09-12,ElectroImport SA,TV/Audio,4067390.88,60 dÃ­as,Pagado",,,,,,,
"OC-5293,2020-09-01,2020-09-19,AccesoriosTotal SRL,Accesorios,1962375.87,30 dÃ­as,Pagado",,,,,,,
"OC-5294,2020-09-01,2020-09-09,MegaComputo SRL,PerifÃ©ricos,3068009.12,60 dÃ­as,Pagado",,,,,,,
"OC-5295,2020-09-01,2020-09-07,MegaComputo SRL,Almacenamiento,1682331.15,Contado,Pagado",,,,,,,
"OC-5296,2020-09-01,2020-09-06,NetSupply SA,Redes,1491457.13,30 dÃ­as,Pagado",,,,,,,
"OC-5297,2020-09-01,2020-09-07,NetSupply SA,Seguridad,1145114.4,Contado,Pagado",,,,,,,
"OC-5298,2020-10-01,2020-10-13,DistribuidoraTech SA,Smartphones,8518053.61,60 dÃ­as,Pagado",,,,,,,
"OC-5299,2020-10-01,2020-10-17,MegaComputo SRL,ComputaciÃ³n,10217685.45,Contado,Pagado",,,,,,,
"OC-5300,2020-10-01,2020-10-15,DistribuidoraTech SA,Tablets,4119916.21,Contado,Pagado",,,,,,,
"OC-5301,2020-10-01,2020-10-07,ElectroImport SA,TV/Audio,7074101.36,Contado,Pagado",,,,,,,
"OC-5302,2020-10-01,2020-10-06,AccesoriosTotal SRL,Accesorios,3555869.92,30 dÃ­as,Pagado",,,,,,,
"OC-5303,2020-10-01,2020-10-05,MegaComputo SRL,PerifÃ©ricos,4140348.3,60 dÃ­as,Pagado",,,,,,,
"OC-5304,2020-10-01,2020-10-19,MegaComputo SRL,Almacenamiento,2687710.37,Contado,Pagado",,,,,,,
"OC-5305,2020-10-01,2020-10-14,NetSupply SA,Redes,2411185.47,60 dÃ­as,Pagado",,,,,,,
"OC-5306,2020-10-01,2020-10-18,NetSupply SA,Seguridad,1856261.4,Contado,Pagado",,,,,,,
"OC-5307,2020-11-01,2020-11-18,DistribuidoraTech SA,Smartphones,8077610.15,60 dÃ­as,Pagado",,,,,,,
"OC-5308,2020-11-01,2020-11-09,MegaComputo SRL,ComputaciÃ³n,10828370.93,60 dÃ­as,Pagado",,,,,,,
"OC-5309,2020-11-01,2020-11-17,DistribuidoraTech SA,Tablets,4457896.7,30 dÃ­as,Pagado",,,,,,,
"OC-5310,2020-11-01,2020-11-19,ElectroImport SA,TV/Audio,8289194.64,Contado,Pagado",,,,,,,
"OC-5311,2020-11-01,2020-11-15,AccesoriosTotal SRL,Accesorios,4176616.27,60 dÃ­as,Pagado",,,,,,,
"OC-5312,2020-11-01,2020-11-09,MegaComputo SRL,PerifÃ©ricos,4938632.45,Contado,Pagado",,,,,,,
"OC-5313,2020-11-01,2020-11-08,MegaComputo SRL,Almacenamiento,2567747.42,Contado,Pagado",,,,,,,
"OC-5314,2020-11-01,2020-11-18,NetSupply SA,Redes,2353701.22,30 dÃ­as,Pagado",,,,,,,
"OC-5315,2020-11-01,2020-11-15,NetSupply SA,Seguridad,1779465.69,30 dÃ­as,Pagado",,,,,,,
"OC-5316,2020-12-01,2020-12-09,DistribuidoraTech SA,Smartphones,11590332.51,Contado,Pagado",,,,,,,
"OC-5317,2020-12-01,2020-12-15,MegaComputo SRL,ComputaciÃ³n,15632030.82,Contado,Pagado",,,,,,,
"OC-5318,2020-12-01,2020-12-12,DistribuidoraTech SA,Tablets,5538642.76,Contado,Pagado",,,,,,,
"OC-5319,2020-12-01,2020-12-17,ElectroImport SA,TV/Audio,11853468.42,30 dÃ­as,Pagado",,,,,,,
"OC-5320,2020-12-01,2020-12-08,AccesoriosTotal SRL,Accesorios,4955670.54,60 dÃ­as,Pagado",,,,,,,
"OC-5321,2020-12-01,2020-12-13,MegaComputo SRL,PerifÃ©ricos,6026069.49,Contado,Pagado",,,,,,,
"OC-5322,2020-12-01,2020-12-14,MegaComputo SRL,Almacenamiento,4019388.3,30 dÃ­as,Pagado",,,,,,,
"OC-5323,2020-12-01,2020-12-14,NetSupply SA,Redes,3175548.6,30 dÃ­as,Pagado",,,,,,,
"OC-5324,2020-12-01,2020-12-12,NetSupply SA,Seguridad,2613300.4,30 dÃ­as,Pagado",,,,,,,
"OC-5325,2021-01-01,2021-01-14,DistribuidoraTech SA,Smartphones,14054861.43,Contado,Pagado",,,,,,,
"OC-5326,2021-01-01,2021-01-05,MegaComputo SRL,ComputaciÃ³n,15460146.88,Contado,Pagado",,,,,,,
"OC-5327,2021-01-01,2021-01-09,DistribuidoraTech SA,Tablets,6351046.49,30 dÃ­as,Pagado",,,,,,,
"OC-5328,2021-01-01,2021-01-20,ElectroImport SA,TV/Audio,10771036.43,Contado,Pagado",,,,,,,
"OC-5329,2021-01-01,2021-01-12,AccesoriosTotal SRL,Accesorios,6329573.84,30 dÃ­as,Pagado",,,,,,,
"OC-5330,2021-01-01,2021-01-15,MegaComputo SRL,PerifÃ©ricos,7465150.3,60 dÃ­as,Pagado",,,,,,,
"OC-5331,2021-01-01,2021-01-07,MegaComputo SRL,Almacenamiento,4460629.94,60 dÃ­as,Pagado",,,,,,,
"OC-5332,2021-01-01,2021-01-13,NetSupply SA,Redes,3867798.3,60 dÃ­as,Pagado",,,,,,,
"OC-5333,2021-01-01,2021-01-10,NetSupply SA,Seguridad,3021593.99,Contado,Pagado",,,,,,,
"OC-5334,2021-02-01,2021-02-17,DistribuidoraTech SA,Smartphones,17520662.55,30 dÃ­as,Pagado",,,,,,,
"OC-5335,2021-02-01,2021-02-06,MegaComputo SRL,ComputaciÃ³n,16874031.42,Contado,Pagado",,,,,,,
"OC-5336,2021-02-01,2021-02-08,DistribuidoraTech SA,Tablets,5579612.8,60 dÃ­as,Pagado",,,,,,,
"OC-5337,2021-02-01,2021-02-19,ElectroImport SA,TV/Audio,11398193.25,Contado,Pagado",,,,,,,
"OC-5338,2021-02-01,2021-02-10,AccesoriosTotal SRL,Accesorios,5490994.75,60 dÃ­as,Pagado",,,,,,,
"OC-5339,2021-02-01,2021-02-14,MegaComputo SRL,PerifÃ©ricos,7694379.78,30 dÃ­as,Pagado",,,,,,,
"OC-5340,2021-02-01,2021-02-19,MegaComputo SRL,Almacenamiento,4302965.43,30 dÃ­as,Pagado",,,,,,,
"OC-5341,2021-02-01,2021-02-15,NetSupply SA,Redes,3857121.12,60 dÃ­as,Pagado",,,,,,,
"OC-5342,2021-02-01,2021-02-05,NetSupply SA,Seguridad,2804474.12,Contado,Pagado",,,,,,,
"OC-5343,2021-03-01,2021-03-05,DistribuidoraTech SA,Smartphones,16901212.08,30 dÃ­as,Pagado",,,,,,,
"OC-5344,2021-03-01,2021-03-18,MegaComputo SRL,ComputaciÃ³n,17535304.69,Contado,Pagado",,,,,,,
"OC-5345,2021-03-01,2021-03-07,DistribuidoraTech SA,Tablets,7285892.52,60 dÃ­as,Pagado",,,,,,,
"OC-5346,2021-03-01,2021-03-09,ElectroImport SA,TV/Audio,13554639.79,30 dÃ­as,Pagado",,,,,,,
"OC-5347,2021-03-01,2021-03-20,AccesoriosTotal SRL,Accesorios,6897452.26,60 dÃ­as,Pagado",,,,,,,
"OC-5348,2021-03-01,2021-03-05,MegaComputo SRL,PerifÃ©ricos,9272452.7,30 dÃ­as,Pagado",,,,,,,
"OC-5349,2021-03-01,2021-03-13,MegaComputo SRL,Almacenamiento,5444682.54,30 dÃ­as,Pagado",,,,,,,
"OC-5350,2021-03-01,2021-03-07,NetSupply SA,Redes,4474650.6,Contado,Pagado",,,,,,,
"OC-5351,2021-03-01,2021-03-20,NetSupply SA,Seguridad,3443525.15,Contado,Pagado",,,,,,,
"OC-5352,2021-04-01,2021-04-14,DistribuidoraTech SA,Smartphones,17469762.83,30 dÃ­as,Pagado",,,,,,,
"OC-5353,2021-04-01,2021-04-19,MegaComputo SRL,ComputaciÃ³n,20992737.28,30 dÃ­as,Pagado",,,,,,,
"OC-5354,2021-04-01,2021-04-16,DistribuidoraTech SA,Tablets,8962260.07,Contado,Pagado",,,,,,,
"OC-5355,2021-04-01,2021-04-06,ElectroImport SA,TV/Audio,15933634.81,60 dÃ­as,Pagado",,,,,,,
"OC-5356,2021-04-01,2021-04-11,AccesoriosTotal SRL,Accesorios,7281248.82,Contado,Pagado",,,,,,,
"OC-5357,2021-04-01,2021-04-14,MegaComputo SRL,PerifÃ©ricos,8839882.11,60 dÃ­as,Pagado",,,,,,,
"OC-5358,2021-04-01,2021-04-06,MegaComputo SRL,Almacenamiento,5799441.51,Contado,Pagado",,,,,,,
"OC-5359,2021-04-01,2021-04-11,NetSupply SA,Redes,3659369.35,30 dÃ­as,Pagado",,,,,,,
"OC-5360,2021-04-01,2021-04-13,NetSupply SA,Seguridad,4100358.2,30 dÃ­as,Pagado",,,,,,,
"OC-5361,2021-05-01,2021-05-12,DistribuidoraTech SA,Smartphones,25349661.29,Contado,Pagado",,,,,,,
"OC-5362,2021-05-01,2021-05-09,MegaComputo SRL,ComputaciÃ³n,24820988.8,60 dÃ­as,Pagado",,,,,,,
"OC-5363,2021-05-01,2021-05-07,DistribuidoraTech SA,Tablets,10111644.94,30 dÃ­as,Pagado",,,,,,,
"OC-5364,2021-05-01,2021-05-17,ElectroImport SA,TV/Audio,21532518.07,30 dÃ­as,Pagado",,,,,,,
"OC-5365,2021-05-01,2021-05-07,AccesoriosTotal SRL,Accesorios,8468685.02,Contado,Pagado",,,,,,,
"OC-5366,2021-05-01,2021-05-18,MegaComputo SRL,PerifÃ©ricos,11299187.19,60 dÃ­as,Pagado",,,,,,,
"OC-5367,2021-05-01,2021-05-20,MegaComputo SRL,Almacenamiento,7895276.71,30 dÃ­as,Pagado",,,,,,,
"OC-5368,2021-05-01,2021-05-05,NetSupply SA,Redes,5275129.13,60 dÃ­as,Pagado",,,,,,,
"OC-5369,2021-05-01,2021-05-14,NetSupply SA,Seguridad,4676135.32,30 dÃ­as,Pagado",,,,,,,
"OC-5370,2021-06-01,2021-06-09,DistribuidoraTech SA,Smartphones,16431952.51,30 dÃ­as,Pagado",,,,,,,
"OC-5371,2021-06-01,2021-06-05,MegaComputo SRL,ComputaciÃ³n,21464822.8,30 dÃ­as,Pagado",,,,,,,
"OC-5372,2021-06-01,2021-06-18,DistribuidoraTech SA,Tablets,7210934.71,30 dÃ­as,Pagado",,,,,,,
"OC-5373,2021-06-01,2021-06-12,ElectroImport SA,TV/Audio,11947016.22,30 dÃ­as,Pagado",,,,,,,
"OC-5374,2021-06-01,2021-06-13,AccesoriosTotal SRL,Accesorios,6830574.97,60 dÃ­as,Pagado",,,,,,,
"OC-5375,2021-06-01,2021-06-09,MegaComputo SRL,PerifÃ©ricos,8012198.21,60 dÃ­as,Pagado",,,,,,,
"OC-5376,2021-06-01,2021-06-18,MegaComputo SRL,Almacenamiento,5265756.5,30 dÃ­as,Pagado",,,,,,,
"OC-5377,2021-06-01,2021-06-06,NetSupply SA,Redes,4333358.04,60 dÃ­as,Pagado",,,,,,,
"OC-5378,2021-06-01,2021-06-18,NetSupply SA,Seguridad,3036903.4,Contado,Pagado",,,,,,,
"OC-5379,2021-07-01,2021-07-16,DistribuidoraTech SA,Smartphones,23229988.64,Contado,Pagado",,,,,,,
"OC-5380,2021-07-01,2021-07-05,MegaComputo SRL,ComputaciÃ³n,21186252.14,60 dÃ­as,Pagado",,,,,,,
"OC-5381,2021-07-01,2021-07-19,DistribuidoraTech SA,Tablets,8744959.89,60 dÃ­as,Pagado",,,,,,,
"OC-5382,2021-07-01,2021-07-19,ElectroImport SA,TV/Audio,16948261.85,60 dÃ­as,Pagado",,,,,,,
"OC-5383,2021-07-01,2021-07-05,AccesoriosTotal SRL,Accesorios,9157883.76,Contado,Pagado",,,,,,,
"OC-5384,2021-07-01,2021-07-19,MegaComputo SRL,PerifÃ©ricos,9083100.96,60 dÃ­as,Pagado",,,,,,,
"OC-5385,2021-07-01,2021-07-07,MegaComputo SRL,Almacenamiento,5850157.15,60 dÃ­as,Pagado",,,,,,,
"OC-5386,2021-07-01,2021-07-16,NetSupply SA,Redes,5449925.4,60 dÃ­as,Pagado",,,,,,,
"OC-5387,2021-07-01,2021-07-19,NetSupply SA,Seguridad,3864350.9,60 dÃ­as,Pagado",,,,,,,
"OC-5388,2021-08-01,2021-08-18,DistribuidoraTech SA,Smartphones,17700659.67,30 dÃ­as,Pagado",,,,,,,
"OC-5389,2021-08-01,2021-08-09,MegaComputo SRL,ComputaciÃ³n,18592275.59,Contado,Pagado",,,,,,,
"OC-5390,2021-08-01,2021-08-15,DistribuidoraTech SA,Tablets,8177660.68,30 dÃ­as,Pagado",,,,,,,
"OC-5391,2021-08-01,2021-08-08,ElectroImport SA,TV/Audio,12588387.56,Contado,Pagado",,,,,,,
"OC-5392,2021-08-01,2021-08-15,AccesoriosTotal SRL,Accesorios,7169346.85,30 dÃ­as,Pagado",,,,,,,
"OC-5393,2021-08-01,2021-08-05,MegaComputo SRL,PerifÃ©ricos,9079848.06,Contado,Pagado",,,,,,,
"OC-5394,2021-08-01,2021-08-16,MegaComputo SRL,Almacenamiento,5529907.98,Contado,Pagado",,,,,,,
"OC-5395,2021-08-01,2021-08-17,NetSupply SA,Redes,4186856.39,60 dÃ­as,Pagado",,,,,,,
"OC-5396,2021-08-01,2021-08-19,NetSupply SA,Seguridad,3901086.44,60 dÃ­as,Pagado",,,,,,,
"OC-5397,2021-09-01,2021-09-08,DistribuidoraTech SA,Smartphones,17810607.88,Contado,Pagado",,,,,,,
"OC-5398,2021-09-01,2021-09-15,MegaComputo SRL,ComputaciÃ³n,22296962.51,Contado,Pagado",,,,,,,
"OC-5399,2021-09-01,2021-09-16,DistribuidoraTech SA,Tablets,11515907.99,30 dÃ­as,Pagado",,,,,,,
"OC-5400,2021-09-01,2021-09-11,ElectroImport SA,TV/Audio,17164186.05,60 dÃ­as,Pagado",,,,,,,
"OC-5401,2021-09-01,2021-09-16,AccesoriosTotal SRL,Accesorios,9332779.66,Contado,Pagado",,,,,,,
"OC-5402,2021-09-01,2021-09-10,MegaComputo SRL,PerifÃ©ricos,10865187.29,60 dÃ­as,Pagado",,,,,,,
"OC-5403,2021-09-01,2021-09-16,MegaComputo SRL,Almacenamiento,7314730.94,Contado,Pagado",,,,,,,
"OC-5404,2021-09-01,2021-09-05,NetSupply SA,Redes,5269147.67,60 dÃ­as,Pagado",,,,,,,
"OC-5405,2021-09-01,2021-09-10,NetSupply SA,Seguridad,4357767.93,30 dÃ­as,Pagado",,,,,,,
"OC-5406,2021-10-01,2021-10-15,DistribuidoraTech SA,Smartphones,22825440.88,30 dÃ­as,Pagado",,,,,,,
"OC-5407,2021-10-01,2021-10-14,MegaComputo SRL,ComputaciÃ³n,26343923.18,60 dÃ­as,Pagado",,,,,,,
"OC-5408,2021-10-01,2021-10-19,DistribuidoraTech SA,Tablets,8182817.52,Contado,Pagado",,,,,,,
"OC-5409,2021-10-01,2021-10-08,ElectroImport SA,TV/Audio,17774007.37,Contado,Pagado",,,,,,,
"OC-5410,2021-10-01,2021-10-07,AccesoriosTotal SRL,Accesorios,7950990.89,60 dÃ­as,Pagado",,,,,,,
"OC-5411,2021-10-01,2021-10-12,MegaComputo SRL,PerifÃ©ricos,10619491.54,30 dÃ­as,Pagado",,,,,,,
"OC-5412,2021-10-01,2021-10-15,MegaComputo SRL,Almacenamiento,6125559.33,Contado,Pagado",,,,,,,
"OC-5413,2021-10-01,2021-10-18,NetSupply SA,Redes,4376994.57,Contado,Pagado",,,,,,,
"OC-5414,2021-10-01,2021-10-08,NetSupply SA,Seguridad,4627648.34,Contado,Pagado",,,,,,,
"OC-5415,2021-11-01,2021-11-11,DistribuidoraTech SA,Smartphones,22301978.87,30 dÃ­as,Pagado",,,,,,,
"OC-5416,2021-11-01,2021-11-17,MegaComputo SRL,ComputaciÃ³n,27257125.06,30 dÃ­as,Pagado",,,,,,,
"OC-5417,2021-11-01,2021-11-09,DistribuidoraTech SA,Tablets,11116730.25,30 dÃ­as,Pagado",,,,,,,
"OC-5418,2021-11-01,2021-11-06,ElectroImport SA,TV/Audio,18665717.45,30 dÃ­as,Pagado",,,,,,,
"OC-5419,2021-11-01,2021-11-09,AccesoriosTotal SRL,Accesorios,10476344.01,60 dÃ­as,Pagado",,,,,,,
"OC-5420,2021-11-01,2021-11-17,MegaComputo SRL,PerifÃ©ricos,12094516.23,30 dÃ­as,Pagado",,,,,,,
"OC-5421,2021-11-01,2021-11-19,MegaComputo SRL,Almacenamiento,7047421.78,Contado,Pagado",,,,,,,
"OC-5422,2021-11-01,2021-11-05,NetSupply SA,Redes,5504087.33,Contado,Pagado",,,,,,,
"OC-5423,2021-11-01,2021-11-18,NetSupply SA,Seguridad,4614683.24,60 dÃ­as,Pagado",,,,,,,
"OC-5424,2021-12-01,2021-12-14,DistribuidoraTech SA,Smartphones,23032465.14,30 dÃ­as,Pagado",,,,,,,
"OC-5425,2021-12-01,2021-12-07,MegaComputo SRL,ComputaciÃ³n,20588543.23,60 dÃ­as,Pagado",,,,,,,
"OC-5426,2021-12-01,2021-12-15,DistribuidoraTech SA,Tablets,11371510.65,60 dÃ­as,Pagado",,,,,,,
"OC-5427,2021-12-01,2021-12-15,ElectroImport SA,TV/Audio,17606601.1,Contado,Pagado",,,,,,,
"OC-5428,2021-12-01,2021-12-16,AccesoriosTotal SRL,Accesorios,8293117.48,Contado,Pagado",,,,,,,
"OC-5429,2021-12-01,2021-12-08,MegaComputo SRL,PerifÃ©ricos,11669992.94,30 dÃ­as,Pagado",,,,,,,
"OC-5430,2021-12-01,2021-12-12,MegaComputo SRL,Almacenamiento,6460247.0,30 dÃ­as,Pagado",,,,,,,
"OC-5431,2021-12-01,2021-12-16,NetSupply SA,Redes,5966404.31,30 dÃ­as,Pagado",,,,,,,
"OC-5432,2021-12-01,2021-12-20,NetSupply SA,Seguridad,4077086.88,30 dÃ­as,Pagado",,,,,,,
"OC-5433,2022-01-01,2022-01-12,DistribuidoraTech SA,Smartphones,17074536.11,Contado,Pagado",,,,,,,
"OC-5434,2022-01-01,2022-01-07,MegaComputo SRL,ComputaciÃ³n,21369716.66,30 dÃ­as,Pagado",,,,,,,
"OC-5435,2022-01-01,2022-01-05,DistribuidoraTech SA,Tablets,9144273.82,Contado,Pagado",,,,,,,
"OC-5436,2022-01-01,2022-01-12,ElectroImport SA,TV/Audio,15066510.07,30 dÃ­as,Pagado",,,,,,,
"OC-5437,2022-01-01,2022-01-14,AccesoriosTotal SRL,Accesorios,7554187.67,60 dÃ­as,Pagado",,,,,,,
"OC-5438,2022-01-01,2022-01-08,MegaComputo SRL,PerifÃ©ricos,8652907.41,60 dÃ­as,Pagado",,,,,,,
